x,z
-5736,-837
-5735,-838
-5735,-837
-5735,8123
-5734,-839
-5734,-838
-5733,-840
-5733,-839
-5732,7290
-5729,-1647
-5728,-1648
-5727,-3996
-5727,-1649
-5726,-9659
-5726,-3997
-5725,-9660
-5725,-3998
-5724,-9661
-5724,-3999
-5723,-9662
-5717,669
-5716,-7729
-5716,668
-5715,-7730
-5715,667
-5714,-7731
-5713,-7732
-5712,-3789
-5711,-3790
-5710,-3791
-5709,-3792
-5698,-1087
-5697,-1088
-5696,-1089
-5695,-1090
-5694,-4537
-5694,7796
-5693,-4538
-5693,7795
-5692,-4539
-5692,-4538
-5692,7794
-5691,-4540
-5691,-4539
-5690,-4541
-5690,-4540
-5689,-8615
-5689,-4542
-5688,-8616
-5687,-8617
-5686,9727
-5685,9726
-5684,9725
-5684,9726
-5683,9724
-5683,9725
-5682,9058
-5682,9723
-5682,9724
-5681,9057
-5681,9722
-5680,9056
-5680,9057
-5679,9055
-5679,9056
-5678,9054
-5665,-4510
-5664,-4511
-5663,-4512
-5662,-4513
-5657,4378
-5656,-9397
-5656,4377
-5655,-9398
-5655,4376
-5654,-9399
-5654,-9398
-5654,-226
-5654,4375
-5653,-9400
-5653,-227
-5652,-228
-5652,-227
-5651,-229
-5651,-228
-5650,-4830
-5650,-230
-5649,-4831
-5648,-4832
-5647,-4833
-5646,-4834
-5630,-2411
-5629,-2412
-5628,-2413
-5627,-2414
-5625,2443
-5624,-5189
-5624,2441
-5624,2442
-5623,-5190
-5623,-5189
-5623,2440
-5623,2441
-5622,-5191
-5622,-5190
-5622,2440
-5621,-5192
-5621,-5191
-5621,2439
-5617,-96
-5616,-97
-5614,-2732
-5613,-2733
-5612,-7335
-5612,-2734
-5611,-7336
-5611,6586
-5610,-7337
-5610,-7336
-5610,6584
-5610,6585
-5609,-7338
-5609,-7337
-5609,-3541
-5609,6583
-5609,6584
-5608,-7339
-5608,-7338
-5608,-3542
-5608,6582
-5608,6583
-5607,-3543
-5607,6582
-5606,-7618
-5606,-3544
-5606,6581
-5605,-7619
-5605,-3545
-5605,4575
-5604,-7620
-5604,-7619
-5604,4574
-5603,-7621
-5603,-7620
-5603,4573
-5602,-7622
-5602,4572
-5601,1172
-5601,4571
-5600,1170
-5600,1171
-5599,1169
-5599,1170
-5598,1168
-5598,1169
-5597,1168
-5596,1167
-5584,-3612
-5584,-2845
-5584,-990
-5583,-3613
-5583,-2846
-5583,5135
-5582,-3614
-5582,-2847
-5581,-3615
-5581,-2848
-5580,-3616
-5578,-984
-5578,4603
-5578,5140
-5577,4602
-5577,6570
-5576,4601
-5576,4602
-5576,6569
-5575,4600
-5575,4601
-5575,6568
-5574,4599
-5574,4600
-5574,6567
-5573,4598
-5571,-3791
-5570,-3793
-5570,-3792
-5569,-3794
-5569,-3793
-5569,-2879
-5569,5121
-5568,-3794
-5568,-2880
-5567,-3795
-5567,-2881
-5567,1156
-5567,3539
-5566,1155
-5565,1154
-5564,488
-5564,1153
-5564,5126
-5563,487
-5562,486
-5562,3544
-5561,485
-5560,484
-5557,3086
-5556,3085
-5555,3084
-5554,3083
-5554,6113
-5553,6112
-5552,617
-5552,6111
-5551,618
-5551,6110
-5550,619
-5548,8425
-5547,8424
-5546,8423
-5546,8424
-5545,8422
-5545,8423
-5544,7756
-5544,8421
-5544,8422
-5543,6989
-5543,7755
-5542,6987
-5542,6988
-5542,7754
-5542,7755
-5541,6986
-5541,6987
-5541,7753
-5541,7754
-5540,6986
-5540,7752
-5539,-784
-5539,6985
-5538,-785
-5537,-3132
-5537,-786
-5536,-3134
-5536,-3133
-5536,-787
-5535,-3135
-5535,-3134
-5534,-3136
-5534,-3135
-5533,-3136
-5533,133
-5533,134
-5532,-3137
-5532,132
-5532,133
-5532,7865
-5531,131
-5531,132
-5531,7863
-5531,7864
-5530,131
-5530,7862
-5530,7863
-5529,7861
-5529,7862
-5528,7861
-5527,-6752
-5527,7860
-5526,-6751
-5525,-6750
-5525,-50
-5524,-51
-5523,-52
-5523,1364
-5522,-53
-5522,1365
-5521,1366
-5508,-8769
-5507,-8770
-5506,-8771
-5506,-8770
-5505,-8772
-5504,7892
-5503,7891
-5502,7890
-5501,7889
-5500,-6698
-5500,1341
-5500,7223
-5500,7888
-5499,-6699
-5499,1342
-5499,7222
-5498,-6700
-5498,1343
-5498,7221
-5497,-6165
-5497,7220
-5496,-6167
-5496,-6166
-5496,6049
-5495,-6168
-5495,-6167
-5495,6050
-5494,-6168
-5493,-6169
-5487,-278
-5486,-277
-5480,-8741
-5479,-8742
-5479,957
-5478,-8743
-5478,956
-5477,-8744
-5477,955
-5476,954
-5475,953
-5472,-9165
-5471,-9166
-5470,-9167
-5470,3941
-5469,-9168
-5469,3940
-5468,3939
-5467,3938
-5466,5914
-5465,5913
-5464,5912
-5463,5911
-5462,-5268
-5462,5910
-5461,-5269
-5461,-5268
-5460,-5270
-5460,-5269
-5456,7844
-5455,7843
-5454,7842
-5453,7841
-5452,7840
-5450,-3192
-5449,-7941
-5449,-3193
-5448,-7942
-5448,-3194
-5447,-7943
-5446,-7944
-5445,-7945
-5429,140
-5429,141
-5429,8639
-5428,139
-5428,140
-5428,8638
-5427,139
-5427,8637
-5426,8636
-5425,8635
-5420,-7240
-5419,-7241
-5418,-7242
-5417,-7243
-5416,-7244
-5408,8036
-5407,8035
-5406,8034
-5405,8033
-5404,8032
-5404,8808
-5403,3431
-5403,8807
-5402,3430
-5402,8806
-5401,3429
-5401,8805
-5400,8804
-5397,-3522
-5396,-3523
-5395,-3524
-5395,8143
-5394,-3950
-5394,-3525
-5394,8142
-5393,-3951
-5393,8141
-5392,-3952
-5391,-3953
-5390,-3954
-5388,4838
-5387,-825
-5387,4837
-5386,-826
-5386,4836
-5385,-827
-5383,-580
-5382,-581
-5381,-582
-5380,-583
-5379,7536
-5379,8062
-5379,8063
-5378,7535
-5378,8061
-5378,8062
-5377,7534
-5377,8060
-5377,8061
-5376,-4651
-5376,7533
-5376,8835
-5375,-4653
-5375,-4652
-5375,8834
-5375,8835
-5374,-4654
-5374,-4653
-5374,5813
-5374,8833
-5374,8834
-5373,-4655
-5373,-4654
-5373,5812
-5373,8832
-5373,8833
-5372,-4655
-5372,5811
-5372,8831
-5371,-4656
-5371,5810
-5368,8172
-5367,8170
-5367,8171
-5366,8169
-5366,8170
-5365,-8625
-5365,8169
-5364,-8913
-5364,-8627
-5364,-8626
-5364,8168
-5363,-8914
-5363,-8628
-5363,-8627
-5363,-895
-5362,-8915
-5362,-8914
-5362,-8628
-5362,-1183
-5362,-897
-5362,-896
-5362,544
-5362,545
-5362,8129
-5361,-8916
-5361,-8629
-5361,-1184
-5361,-898
-5361,-897
-5361,543
-5361,544
-5361,8128
-5360,-1185
-5360,-898
-5360,542
-5360,543
-5360,8127
-5359,-1186
-5359,-899
-5359,542
-5359,8126
-5358,541
-5357,6165
-5356,6164
-5356,7079
-5355,6163
-5355,7078
-5354,-5782
-5354,7077
-5353,-5783
-5353,7076
-5352,-5784
-5351,-5785
-5350,-5786
-5350,2860
-5349,2859
-5349,2860
-5348,2858
-5348,2859
-5347,-7119
-5346,-7120
-5345,-7121
-5344,-7122
-5344,8082
-5343,-7123
-5342,7813
-5341,7812
-5340,7811
-5339,7810
-5338,8088
-5335,-6750
-5335,-6531
-5334,-6749
-5334,-6532
-5333,-6748
-5333,-6533
-5333,-6532
-5332,-8640
-5332,-6534
-5332,-6533
-5332,7603
-5331,-8641
-5331,-6535
-5331,7604
-5330,-8642
-5329,-8643
-5328,-8644
-5327,2117
-5326,-8396
-5326,2116
-5325,-8397
-5325,2115
-5324,-8398
-5324,2114
-5323,2113
-5318,-6178
-5317,-6179
-5316,-6180
-5315,-6181
-5314,-6182
-5311,-2139
-5310,-2140
-5309,-2141
-5308,-2142
-5308,3622
-5308,7797
-5308,7798
-5307,-2143
-5307,3621
-5307,7796
-5307,7797
-5306,3620
-5306,7796
-5305,8570
-5304,8569
-5304,8570
-5303,8568
-5303,8569
-5302,8567
-5302,8568
-5301,8566
-5300,666
-5299,-5199
-5299,2144
-5298,-5201
-5298,-877
-5298,2143
-5297,-5202
-5297,-5201
-5297,-878
-5297,2142
-5296,-880
-5296,-879
-5296,2141
-5295,-880
-5294,-881
-5294,672
-5292,-3802
-5291,-3803
-5290,-3804
-5288,-9679
-5287,-9678
-5286,-9677
-5283,-2112
-5282,-2113
-5281,-2114
-5280,-2115
-5275,3608
-5274,3607
-5273,3606
-5272,3605
-5262,694
-5261,693
-5260,692
-5259,691
-5258,690
-5252,6799
-5251,6798
-5250,6797
-5250,6798
-5249,6796
-5248,3636
-5247,-4476
-5247,3635
-5246,-4477
-5246,3634
-5245,-4478
-5245,3633
-5245,8631
-5244,-4479
-5244,3632
-5244,8629
-5244,8630
-5243,7049
-5243,8628
-5243,8629
-5242,7048
-5242,8628
-5241,7047
-5241,8627
-5240,7046
-5239,7045
-5237,3357
-5236,-2833
-5236,3356
-5235,-2834
-5235,3355
-5234,-2835
-5233,-6383
-5233,-2836
-5232,-6384
-5232,-4029
-5232,-860
-5231,-6385
-5231,-4030
-5231,-861
-5230,-4031
-5230,-4030
-5230,-862
-5230,7396
-5229,-4032
-5229,-863
-5229,7395
-5228,-864
-5228,4087
-5228,7394
-5228,7782
-5227,-9927
-5227,4086
-5227,7781
-5226,-9929
-5226,-9928
-5226,4085
-5226,7780
-5225,-9930
-5225,-9929
-5225,4084
-5224,-9930
-5223,-9931
-5221,3664
-5220,3663
-5219,3662
-5219,3663
-5218,3661
-5218,3662
-5217,3660
-5217,3661
-5214,-8176
-5214,-4490
-5213,-4491
-5212,-4492
-5212,8616
-5211,-4493
-5211,8615
-5210,-5400
-5210,-5399
-5210,-4494
-5210,8614
-5209,-8171
-5209,-5401
-5209,-5400
-5209,8613
-5208,-5402
-5208,-5401
-5208,8612
-5207,-8709
-5207,-5402
-5206,-8710
-5205,-8711
-5204,-833
-5203,-834
-5202,-835
-5201,-836
-5198,565
-5197,564
-5196,563
-5196,564
-5195,562
-5194,-870
-5193,-872
-5193,-871
-5193,5946
-5192,-873
-5192,-872
-5192,5945
-5191,-873
-5191,5944
-5190,-874
-5190,5943
-5187,1441
-5186,1440
-5186,4608
-5186,4609
-5185,1439
-5185,4607
-5185,4608
-5184,-382
-5184,1438
-5184,4606
-5184,4607
-5183,-383
-5183,1437
-5183,4606
-5182,-384
-5182,4605
-5176,598
-5171,603
-5169,-2143
-5168,-2144
-5167,-2145
-5161,8186
-5160,8185
-5159,-7843
-5159,8184
-5158,-7844
-5158,8183
-5157,-7845
-5156,-7846
-5155,-7847
-5149,3158
-5148,3157
-5147,3156
-5146,3155
-5144,-5909
-5143,-5910
-5142,-5911
-5141,-5912
-5139,9679
-5136,7570
-5134,9684
-5131,7575
-5127,-5990
-5126,-5991
-5124,-9919
-5123,-9921
-5123,-9920
-5122,-9922
-5122,-9921
-5121,-9923
-5121,-9922
-5120,-9923
-5119,-9924
-5115,9720
-5114,7053
-5114,9719
-5113,7054
-5113,9718
-5112,-3142
-5112,9717
-5111,-3143
-5110,-3144
-5109,125
-5108,124
-5107,123
-5102,2437
-5101,2436
-5100,2435
-5099,2434
-5097,-8598
-5096,-8599
-5096,5322
-5095,-8600
-5095,-8599
-5095,5321
-5094,-8601
-5094,5320
-5087,9747
-5086,9746
-5085,9745
-5084,5144
-5083,5143
-5082,5142
-5081,5141
-5080,5140
-5064,5595
-5063,5594
-5062,5593
-5061,5592
-5059,-63
-5058,-65
-5058,-64
-5057,-6495
-5057,-66
-5057,-65
-5057,6225
-5057,6226
-5056,-6496
-5056,-66
-5056,6224
-5056,6225
-5055,-6497
-5055,-67
-5055,6223
-5055,6224
-5055,6325
-5054,6223
-5054,6324
-5053,6323
-5052,-2601
-5052,6322
-5052,9352
-5051,-2602
-5051,6321
-5051,9351
-5050,-2603
-5050,9350
-5049,-2604
-5049,9349
-5045,-770
-5044,-771
-5043,-772
-5042,-773
-5037,-9323
-5037,6150
-5037,9272
-5036,6149
-5036,9271
-5035,6148
-5035,9270
-5035,9271
-5034,6147
-5034,9269
-5034,9270
-5033,9268
-5033,9269
-5032,-9318
-5032,9267
-5031,-36
-5030,-37
-5029,-38
-5028,-39
-5025,-3487
-5024,-3488
-5023,-3489
-5010,2770
-5009,2769
-5008,2768
-5007,-7884
-5007,2628
-5007,2767
-5006,-7885
-5006,2627
-5006,2766
-5005,-7886
-5005,2626
-5004,-7887
-5004,2625
-4999,-3172
-4998,-7634
-4998,-3173
-4997,-7636
-4997,-7635
-4997,-3174
-4996,-7637
-4996,-7636
-4996,-3175
-4995,-7637
-4994,-7638
-4989,-5177
-4988,-5178
-4987,-5179
-4986,-5180
-4985,-5181
-4985,-3879
-4985,-3878
-4984,-3880
-4984,-3879
-4984,-757
-4983,-3881
-4983,-3880
-4983,-758
-4982,-3881
-4982,-759
-4981,-3882
-4981,-760
-4979,2656
-4978,2654
-4978,2655
-4977,2654
-4976,2653
-4971,-1177
-4970,-1178
-4969,-1179
-4967,3004
-4966,3003
-4965,3002
-4964,3001
-4947,-3889
-4946,-3890
-4945,-3891
-4942,-9547
-4942,4854
-4941,-9548
-4941,1333
-4941,4853
-4940,-9549
-4940,4852
-4940,4853
-4939,-9550
-4939,4851
-4939,4852
-4938,4850
-4937,-4213
-4936,-4214
-4936,1338
-4935,-4215
-4934,-4216
-4933,-4217
-4929,6402
-4928,6401
-4927,6400
-4926,6399
-4925,9382
-4924,9381
-4923,1619
-4923,9380
-4922,9379
-4919,7547
-4917,-9665
-4917,-7937
-4917,1625
-4916,-9666
-4916,-7938
-4915,-9667
-4915,-9666
-4915,-7939
-4915,319
-4914,-9668
-4914,-9667
-4914,-7940
-4914,318
-4914,7552
-4913,-9669
-4913,-7941
-4913,317
-4908,-4186
-4907,-4187
-4906,-4188
-4898,1827
-4897,1825
-4897,1826
-4896,1824
-4896,1825
-4895,1823
-4895,1824
-4894,-284
-4894,1823
-4893,-285
-4892,-286
-4891,1671
-4890,202
-4889,201
-4888,200
-4888,2555
-4887,199
-4887,2554
-4887,2555
-4886,198
-4886,1676
-4886,2553
-4886,2554
-4885,-7138
-4885,2552
-4885,2553
-4884,-7139
-4883,-7140
-4882,-7141
-4882,-3871
-4881,-3872
-4881,-2717
-4881,1000
-4880,-3873
-4880,-2718
-4880,1001
-4879,-3874
-4879,-2719
-4878,-5066
-4878,-2720
-4877,-5068
-4877,-5067
-4877,-2721
-4876,-5069
-4876,-5068
-4875,-5069
-4875,5785
-4874,-5070
-4874,5784
-4873,5783
-4872,5782
-4871,5781
-4864,-3977
-4863,-8268
-4863,-3976
-4862,-8270
-4862,-8269
-4861,-8270
-4860,-8271
-4856,-7638
-4855,-7639
-4854,-7640
-4852,9503
-4851,-7153
-4851,9502
-4850,-9648
-4850,-7154
-4850,9501
-4849,-9649
-4849,-7155
-4849,9500
-4848,-9650
-4846,-8202
-4845,-8203
-4844,-8204
-4843,-8205
-4842,-8206
-4836,1598
-4835,1597
-4835,2225
-4834,1596
-4834,2224
-4833,2223
-4833,2224
-4832,2222
-4832,2223
-4831,2221
-4826,8618
-4825,8617
-4824,8616
-4824,9531
-4823,8615
-4823,9530
-4822,1132
-4822,8614
-4822,9529
-4821,1131
-4820,1130
-4816,7666
-4815,7665
-4814,-624
-4814,3063
-4814,7664
-4813,3062
-4812,3061
-4812,3062
-4811,-6103
-4811,3060
-4811,3061
-4810,-6104
-4810,3059
-4810,3060
-4809,-6105
-4809,3058
-4808,-6106
-4808,-618
-4808,1866
-4807,-6107
-4807,1865
-4807,2539
-4806,1864
-4806,2252
-4806,2538
-4805,2251
-4805,2537
-4804,2250
-4798,-7483
-4797,-7484
-4796,-7485
-4795,-7486
-4794,4041
-4793,4040
-4792,4039
-4791,-9061
-4791,4038
-4790,-9062
-4790,-1330
-4789,-9063
-4789,-1331
-4789,7694
-4788,-1332
-4788,7693
-4787,-1333
-4787,7692
-4787,7693
-4786,-1334
-4786,5345
-4786,7691
-4785,5344
-4784,5343
-4783,-6076
-4783,5342
-4782,-6077
-4781,-8858
-4781,-6078
-4780,-8859
-4780,-6079
-4779,-8860
-4779,6631
-4778,-8861
-4776,-7450
-4774,6636
-4774,8815
-4773,8814
-4772,-4433
-4772,8813
-4772,8814
-4771,-7445
-4771,-4434
-4771,8812
-4771,8813
-4770,-4435
-4770,8811
-4770,8812
-4769,-4436
-4769,9346
-4768,9345
-4767,5123
-4767,9344
-4766,3828
-4766,5122
-4766,9343
-4765,3827
-4765,5121
-4764,3826
-4762,3787
-4761,3786
-4760,3785
-4760,3786
-4759,3784
-4759,3785
-4758,3783
-4758,3784
-4757,3782
-4756,-1345
-4755,-1346
-4755,6672
-4755,7826
-4754,-1347
-4754,6670
-4754,6671
-4754,7825
-4753,-1348
-4753,6670
-4753,7824
-4753,7825
-4752,6669
-4752,7823
-4752,7824
-4751,7822
-4751,7823
-4750,7821
-4746,3753
-4745,3752
-4745,8842
-4744,-9782
-4744,3751
-4744,8841
-4743,-9783
-4743,1357
-4743,3750
-4743,8840
-4742,-9784
-4742,1356
-4742,8839
-4741,1355
-4741,1356
-4740,1354
-4740,1355
-4739,1353
-4733,-5498
-4732,-5499
-4732,-5498
-4731,-5500
-4731,-5499
-4730,-5501
-4730,-5500
-4728,5914
-4728,7227
-4728,8668
-4727,7225
-4727,7226
-4727,8667
-4726,7225
-4726,8666
-4725,7224
-4725,8665
-4724,8664
-4722,5920
-4715,-7400
-4714,-7401
-4713,-7402
-4712,-7403
-4712,-2165
-4711,-2166
-4710,-2167
-4709,-2168
-4708,-1920
-4707,-1921
-4706,-1922
-4706,2401
-4705,-1923
-4705,2400
-4704,-1924
-4704,2399
-4704,2400
-4703,2398
-4700,-9688
-4700,-7193
-4699,-9689
-4699,-7194
-4698,-9690
-4698,-9689
-4698,-7195
-4698,296
-4697,-9691
-4697,-9690
-4697,-7196
-4697,295
-4696,-9692
-4696,294
-4690,7216
-4690,7217
-4689,7215
-4689,7216
-4688,7214
-4688,7215
-4687,7214
-4684,-8807
-4683,-8809
-4683,-8808
-4682,-8810
-4682,-8809
-4682,-311
-4681,-8811
-4681,-8810
-4681,-6981
-4681,-312
-4680,-8811
-4680,-6983
-4680,-6982
-4680,-313
-4679,-8812
-4679,-8563
-4679,-6984
-4679,-6983
-4679,-693
-4679,-314
-4678,-8564
-4678,-6984
-4678,-694
-4677,-8565
-4677,-6985
-4677,-695
-4676,-8566
-4675,-8567
-4674,8050
-4673,8049
-4672,8048
-4672,8049
-4671,8047
-4671,8048
-4670,8046
-4661,7631
-4660,7630
-4659,7629
-4658,7628
-4657,7627
-4653,1831
-4652,-3418
-4652,1830
-4652,8647
-4651,1829
-4651,8646
-4650,1828
-4650,8645
-4649,1827
-4649,8644
-4646,-3412
-4643,-4784
-4642,-4785
-4641,-4786
-4640,-4787
-4632,27
-4631,26
-4630,-4963
-4630,25
-4629,-4964
-4629,24
-4628,-4965
-4627,-4966
-4625,-8894
-4624,-8896
-4624,-8895
-4624,8915
-4623,-8896
-4623,8914
-4622,-8897
-4622,8913
-4621,-8409
-4621,8912
-4620,-8410
-4619,-8937
-4619,-8411
-4619,-8410
-4618,-8938
-4618,-8412
-4618,-8411
-4617,-8939
-4617,-8413
-4617,8779
-4616,8777
-4616,8778
-4615,8776
-4615,8777
-4614,8776
-4613,-676
-4613,-675
-4613,8775
-4612,-677
-4612,-676
-4611,-677
-4610,-678
-4607,8741
-4606,8740
-4605,8739
-4604,8738
-4603,8737
-4603,9513
-4602,9512
-4601,9511
-4600,-7044
-4600,9510
-4599,-7045
-4599,9509
-4598,-7046
-4597,-7047
-4596,-7048
-4591,-2859
-4590,-2860
-4589,-5642
-4589,-3674
-4589,-2861
-4588,-5643
-4588,-5642
-4588,-3675
-4588,-2862
-4587,-5644
-4587,-5643
-4587,-3676
-4587,-2863
-4586,-5645
-4586,-5644
-4586,-3677
-4586,-647
-4585,-648
-4584,-649
-4583,-650
-4578,9922
-4577,-8942
-4577,9921
-4576,-8944
-4576,-8943
-4576,9920
-4575,-8944
-4575,9919
-4574,-8945
-4574,9918
-4569,-1255
-4568,-1256
-4567,-1257
-4562,-5087
-4562,5952
-4561,-5088
-4561,5951
-4560,-5089
-4560,-5088
-4560,5950
-4559,-5090
-4543,-9725
-4543,-9724
-4542,-9726
-4542,-9725
-4541,-9727
-4541,-9726
-4541,4785
-4540,-9727
-4539,-9728
-4536,4790
-4535,4791
-4534,-5059
-4533,-5060
-4533,-2178
-4532,-5061
-4532,-2179
-4531,-5062
-4531,-2180
-4530,-2181
-4527,-3754
-4526,-6398
-4526,-6397
-4526,-3756
-4526,-3755
-4525,-6399
-4525,-6398
-4525,-3757
-4525,-3756
-4525,-2602
-4524,-6400
-4524,-3758
-4524,-3757
-4524,-2603
-4523,-3758
-4523,-2604
-4522,-2605
-4521,7897
-4520,811
-4519,810
-4518,809
-4517,808
-4516,-1826
-4516,7902
-4515,-1827
-4514,-1828
-4507,-5031
-4506,-5032
-4505,-9735
-4505,-5033
-4504,-9736
-4504,-5034
-4503,-9737
-4503,-5035
-4502,350
-4501,348
-4501,349
-4500,-6368
-4500,347
-4500,348
-4499,-6369
-4499,347
-4498,-6370
-4498,-2047
-4498,346
-4497,-6371
-4497,-2048
-4496,-6372
-4496,-2049
-4495,-2050
-4473,-6340
-4473,-677
-4472,-6341
-4472,-678
-4471,-7635
-4471,-6342
-4471,-6341
-4471,-679
-4470,-7636
-4470,-6343
-4470,-6342
-4470,-680
-4469,-7637
-4469,-6344
-4469,-6343
-4469,-681
-4468,-7638
-4458,7400
-4457,7399
-4456,7398
-4441,9960
-4441,9961
-4440,9959
-4440,9960
-4439,9959
-4438,-3954
-4437,-3956
-4437,-3955
-4437,-547
-4436,-3957
-4436,-3956
-4436,-548
-4435,-3957
-4435,-549
-4434,-3958
-4434,8097
-4433,-7405
-4433,7569
-4433,8095
-4433,8096
-4432,-7406
-4432,7568
-4432,8095
-4431,-7407
-4431,7567
-4431,8094
-4430,-7408
-4429,-7409
-4428,3878
-4427,3877
-4426,3876
-4417,2787
-4416,2785
-4416,2786
-4415,2784
-4415,2785
-4414,2784
-4413,2783
-4413,4961
-4409,6538
-4408,6537
-4407,4967
-4407,6536
-4407,6537
-4406,6535
-4403,2080
-4402,2078
-4402,2079
-4402,5728
-4401,2078
-4401,5727
-4400,2077
-4400,5726
-4396,5832
-4396,6885
-4396,6886
-4395,5831
-4395,6884
-4395,6885
-4394,5830
-4394,5831
-4394,6884
-4393,5829
-4393,5830
-4392,5828
-4390,5549
-4389,5548
-4388,5547
-4388,5548
-4387,5546
-4386,5545
-4385,8790
-4384,8791
-4383,37
-4382,35
-4382,36
-4381,-4954
-4381,34
-4381,35
-4380,-4955
-4380,34
-4379,-4956
-4379,33
-4378,-4957
-4375,7724
-4374,7723
-4373,7722
-4372,7721
-4370,-3551
-4369,-3553
-4369,-3552
-4369,-1370
-4368,-3553
-4368,-1369
-4367,-3554
-4367,-1368
-4364,-4121
-4363,-4122
-4363,728
-4362,-6115
-4362,-4123
-4362,-4122
-4362,727
-4361,-6114
-4361,-4124
-4361,726
-4360,-6113
-4360,725
-4357,1886
-4357,3087
-4356,1885
-4356,3086
-4355,1884
-4355,3085
-4354,1883
-4354,3084
-4353,3083
-4352,3331
-4351,3330
-4350,3329
-4349,3328
-4349,8806
-4348,8279
-4348,8805
-4347,8278
-4347,8804
-4346,8277
-4346,8803
-4345,8276
-4344,902
-4338,908
-4333,4836
-4332,4835
-4325,3886
-4324,3885
-4324,4014
-4323,-6240
-4323,3884
-4322,-6241
-4322,3883
-4321,-6242
-4320,-6243
-4320,7539
-4319,4019
-4319,7538
-4318,7537
-4317,7536
-4312,-1669
-4311,-1671
-4311,-1670
-4310,-1671
-4309,-1672
-4309,6448
-4308,-1673
-4308,5920
-4308,6446
-4308,6447
-4307,5919
-4307,6445
-4307,6446
-4306,5918
-4306,6444
-4306,6445
-4306,6832
-4306,6833
-4305,5917
-4305,6444
-4305,6831
-4305,6832
-4304,5916
-4304,6443
-4304,6830
-4304,6831
-4303,6830
-4302,-3675
-4302,1702
-4302,6829
-4301,-3676
-4301,1700
-4301,1701
-4300,-3677
-4300,1699
-4300,1700
-4299,-3678
-4299,1699
-4299,4969
-4298,1698
-4298,4967
-4298,4968
-4297,4966
-4297,4967
-4296,4966
-4295,4965
-4291,-9376
-4290,-9377
-4289,-9378
-4288,-9379
-4285,-7017
-4284,-7018
-4283,-7019
-4283,-6391
-4282,-7020
-4282,-6392
-4281,-7021
-4281,-6393
-4280,-6394
-4279,-6395
-4276,2110
-4275,2109
-4274,2108
-4271,1301
-4270,-908
-4270,1300
-4269,-909
-4269,1299
-4268,-910
-4268,1298
-4267,-3017
-4267,1297
-4266,-3018
-4265,-4885
-4265,-3019
-4264,-4886
-4263,-4887
-4263,3131
-4262,-4888
-4262,3130
-4261,-4889
-4261,-2385
-4261,3129
-4260,-2387
-4260,-2386
-4259,-2388
-4259,-2387
-4258,-2388
-4257,-2389
-4249,2138
-4248,2137
-4247,2136
-4247,2137
-4246,2135
-4243,-879
-4242,-881
-4242,-880
-4241,-882
-4241,-881
-4241,4209
-4240,-882
-4240,4208
-4239,-883
-4239,4207
-4235,-9848
-4234,-9849
-4233,-9850
-4233,-9849
-4232,-9851
-4232,-4086
-4232,9308
-4231,-4087
-4231,9307
-4230,-4088
-4230,9306
-4229,9305
-4228,4704
-4228,9304
-4227,4702
-4227,4703
-4226,4701
-4226,4702
-4225,4701
-4224,4700
-4224,6002
-4223,6001
-4222,-3210
-4222,6000
-4221,-3211
-4221,2166
-4220,-3212
-4220,-3211
-4220,-1096
-4220,2165
-4219,-3213
-4219,-3212
-4219,-1098
-4219,-1097
-4219,2164
-4218,-3214
-4218,-1099
-4218,-1098
-4218,2163
-4217,-1099
-4216,-3733
-4216,-1100
-4215,-3734
-4214,-3735
-4214,6205
-4213,-3736
-4213,6204
-4212,6203
-4211,6202
-4204,791
-4203,790
-4202,789
-4202,2399
-4202,6553
-4201,-1845
-4201,788
-4201,2400
-4201,6552
-4201,9022
-4200,-1846
-4200,122
-4200,2401
-4200,6551
-4200,9023
-4199,-1847
-4199,121
-4199,6550
-4198,-1848
-4198,120
-4198,8766
-4197,-1849
-4197,8765
-4196,8764
-4195,-9999
-4195,-687
-4195,8763
-4194,-688
-4194,5889
-4194,8762
-4193,-689
-4193,5888
-4192,-690
-4192,5887
-4191,-691
-4191,5886
-4181,6864
-4180,6863
-4179,6862
-4179,6863
-4178,6861
-4178,6862
-4177,6861
-4173,150
-4172,149
-4171,148
-4170,147
-4165,8271
-4164,8270
-4163,8269
-4162,-415
-4162,8268
-4161,-416
-4160,-417
-4159,-418
-4151,-9129
-4145,-9123
-4144,7908
-4143,7907
-4142,7906
-4142,7907
-4142,9984
-4141,7905
-4141,7906
-4140,7904
-4137,9989
-4135,-387
-4134,-388
-4134,8157
-4133,-389
-4133,8156
-4132,-390
-4132,8155
-4131,-391
-4131,8154
-4118,-3443
-4117,-3444
-4116,-3445
-4115,-3446
-4108,3863
-4107,3862
-4106,3861
-4105,3860
-4105,5403
-4104,5402
-4103,-9118
-4103,-2996
-4103,5401
-4102,-9117
-4102,-2997
-4102,5400
-4101,-9116
-4101,-2998
-4101,2526
-4101,5399
-4100,-2999
-4100,2525
-4099,2524
-4098,2523
-4090,-3702
-4089,-3703
-4088,-3704
-4087,-3705
-4086,-3706
-4083,6240
-4082,6239
-4081,6238
-4080,6237
-4077,3223
-4076,3221
-4076,3222
-4075,3220
-4075,3221
-4074,3220
-4073,3219
-4069,2512
-4068,2511
-4067,2510
-4067,2511
-4066,2509
-4066,2510
-4065,2508
-4065,2509
-4064,2507
-4064,6452
-4063,6451
-4062,6450
-4061,6449
-4060,-8665
