x,z
-8768,-627
-8768,37
-8768,5807
-8768,6482
-8767,-622
-8767,3058
-8767,7798
-8766,-2399
-8766,-1538
-8766,-618
-8766,5807
-8766,5835
-8765,-7338
-8765,-615
-8765,5834
-8765,9404
-8764,-7338
-8764,-7022
-8763,32
-8763,8192
-8763,9408
-8763,9410
-8762,-7370
-8762,-2368
-8762,7807
-8761,-607
-8761,5829
-8761,7812
-8761,7820
-8760,-5080
-8760,-715
-8760,62
-8760,5384
-8759,-7052
-8759,8144
-8758,-603
-8757,-7047
-8757,-1584
-8757,5821
-8757,8144
-8756,-7044
-8755,-7127
-8755,-7123
-8755,-2389
-8755,-2382
-8755,3052
-8755,5400
-8754,-5109
-8754,-1538
-8753,-708
-8753,3021
-8753,4784
-8753,4791
-8752,-5080
-8752,-1585
-8752,4779
-8752,4796
-8751,-596
-8751,57
-8751,8147
-8750,-7376
-8750,-7345
-8750,-7116
-8750,-1585
-8749,-1539
-8749,25
-8749,3021
-8749,3046
-8749,8199
-8748,-7142
-8748,-6917
-8748,-6916
-8748,-5103
-8748,5407
-8748,8150
-8747,-6912
-8747,25
-8746,-7376
-8746,4768
-8745,-7350
-8745,-1584
-8745,51
-8745,3023
-8744,-7716
-8744,-7710
-8744,-690
-8744,3024
-8744,4811
-8743,-7116
-8743,-685
-8743,4765
-8743,5378
-8743,8199
-8742,-7148
-8742,-5091
-8742,-5089
-8742,-1583
-8742,-677
-8742,27
-8742,47
-8742,3028
-8742,3033
-8741,-920
-8741,-911
-8741,-658
-8741,28
-8741,45
-8740,-7702
-8740,-651
-8740,29
-8740,43
-8739,-7728
-8739,-1581
-8739,-908
-8739,-647
-8739,-590
-8738,-7368
-8738,-7364
-8738,-6941
-8738,-3912
-8738,-3908
-8738,-907
-8738,-643
-8738,34
-8738,36
-8738,8169
-8737,-7699
-8737,-590
-8737,4762
-8737,4818
-8737,5413
-8736,-1578
-8736,4762
-8736,5380
-8736,8174
-8735,-7733
-8735,-6944
-8735,-3902
-8735,8177
-8734,-3901
-8734,-932
-8734,-905
-8734,5381
-8734,8094
-8734,8098
-8734,8181
-8733,-7735
-8733,-627
-8733,8186
-8733,8187
-8732,-6907
-8732,-1569
-8732,-1558
-8732,5382
-8732,5414
-8732,8087
-8731,-3926
-8731,5414
-8731,8085
-8730,-7123
-8730,-936
-8730,-905
-8730,-617
-8730,4765
-8730,8083
-8729,-613
-8729,4766
-8729,8105
-8728,-7739
-8728,-7694
-8728,-608
-8728,-599
-8728,5385
-8727,-7155
-8727,1409
-8727,1418
-8727,4823
-8727,8079
-8726,-3931
-8726,1404
-8726,1423
-8725,-7128
-8725,-6950
-8725,5388
-8725,9700
-8725,9705
-8724,-9223
-8724,-9221
-8724,-7155
-8723,-7693
-8723,-6911
-8723,-3896
-8723,4823
-8721,-9229
-8721,-3896
-8721,8073
-8721,8105
-8720,-9213
-8720,-7743
-8720,-6951
-8720,1393
-8720,9689
-8719,-6951
-8719,4821
-8719,5400
-8719,5403
-8718,-9232
-8718,-6915
-8718,-911
-8718,1391
-8718,1437
-8718,4820
-8718,9712
-8717,-7149
-8717,-7144
-8717,4794
-8717,8070
-8716,4817
-8715,-9208
-8715,-7744
-8715,-7693
-8715,-6918
-8715,4804
-8715,4813
-8715,8069
-8714,-7744
-8714,9712
-8713,8068
-8712,-3938
-8712,1388
-8712,1443
-8711,-6923
-8711,-918
-8711,3315
-8711,3317
-8711,9680
-8710,-3901
-8709,1388
-8709,8098
-8708,-9202
-8708,-3903
-8707,-6932
-8707,-3938
-8706,-9238
-8706,-6938
-8706,-6937
-8706,-1609
-8706,-1603
-8706,3304
-8706,8066
-8705,-7740
-8705,-1599
-8705,1390
-8705,2522
-8705,2526
-8704,-7739
-8704,-1597
-8704,8066
-8704,8093
-8703,1392
-8703,3330
-8702,-1618
-8702,-1594
-8702,3300
-8701,-9239
-8701,3331
-8701,9675
-8700,518
-8700,525
-8700,1449
-8700,2510
-8699,-7730
-8699,-7709
-8699,-3920
-8699,513
-8699,530
-8698,-7725
-8698,-7714
-8698,-3927
-8698,-3925
-8698,-1589
-8698,1449
-8698,3297
-8697,2534
-8697,4131
-8697,4132
-8697,9703
-8696,-9190
-8696,-1624
-8696,2505
-8696,3296
-8696,8074
-8696,8077
-8695,-9239
-8695,1408
-8695,2504
-8695,2534
-8695,4124
-8695,4137
-8695,4326
-8695,4329
-8695,9701
-8694,540
-8694,3295
-8694,4122
-8694,4138
-8694,4320
-8693,1414
-8693,4139
-8692,-1583
-8692,3294
-8692,3331
-8692,4341
-8692,9675
-8691,-8543
-8691,543
-8691,1421
-8691,4343
-8691,9696
-8690,-9238
-8690,-9181
-8690,1426
-8690,2500
-8689,1432
-8689,1438
-8689,3293
-8689,4115
-8689,5654
-8689,5659
-8688,-9177
-8688,4141
-8688,4307
-8688,4347
-8687,4141
-8687,4348
-8687,9681
-8687,9686
-8686,4305
-8685,546
-8684,-9158
-8684,-8529
-8684,3292
-8684,3327
-8684,4110
-8683,-9144
-8683,-3811
-8683,-3807
-8683,2529
-8683,5994
-8683,5998
-8683,9541
-8682,-3802
-8682,4140
-8682,4351
-8682,5673
-8682,9553
-8681,-9134
-8681,495
-8681,546
-8681,2190
-8681,2201
-8681,4302
-8680,-1627
-8680,2206
-8680,3292
-8680,3455
-8680,4107
-8680,5988
-8680,7346
-8680,7351
-8679,2210
-8679,3323
-8679,3476
-8679,5644
-8679,5987
-8679,9557
-8678,-3795
-8678,2495
-8678,2525
-8678,4106
-8678,6009
-8678,7539
-8678,7548
-8677,-8569
-8677,-8522
-8677,2524
-8677,3321
-8677,5069
-8677,5071
-8677,7534
-8677,7553
-8677,9559
-8676,-3821
-8676,-1568
-8676,2182
-8676,2220
-8676,4105
-8676,4301
-8676,5065
-8676,5985
-8676,7531
-8676,9529
-8675,-9230
-8675,-3792
-8675,495
-8675,4301
-8675,5680
-8675,7529
-8674,2495
-8674,3453
-8674,6013
-8674,7359
-8674,7527
-8673,2519
-8673,3316
-8673,5644
-8673,7332
-8672,-9117
-8672,-7191
-8672,-1565
-8672,2233
-8672,3483
-8672,5984
-8672,7563
-8671,-7442
-8671,-7438
-8671,3453
-8671,5084
-8671,7523
-8671,7564
-8671,9524
-8670,-8569
-8670,-7193
-8670,-3821
-8670,-1564
-8670,4133
-8670,7360
-8670,7522
-8669,2246
-8669,3308
-8669,4103
-8669,5645
-8669,5984
-8668,-9223
-8668,2181
-8668,2261
-8668,3486
-8668,7327
-8667,-8567
-8667,-7429
-8667,2273
-8667,2501
-8667,2505
-8667,5646
-8667,7360
-8666,-7428
-8666,-7196
-8666,3454
-8666,3487
-8666,5058
-8665,-9110
-8665,-8565
-8665,-8516
-8665,2283
-8665,4103
-8665,4128
-8665,5647
-8664,-7457
-8664,-7197
-8664,-3787
-8664,-3634
-8664,-1619
-8664,2286
-8664,3488
-8664,5091
-8664,9566
-8663,-8516
-8663,5648
-8663,6019
-8663,7568
-8662,-5836
-8662,-5831
-8662,-1564
-8662,5686
-8662,5986
-8662,7359
-8661,-3816
-8661,4344
-8661,7518
-8660,-8556
-8660,-3650
-8660,2294
-8660,5987
-8659,-9206
-8659,-3629
-8659,531
-8659,2186
-8659,5651
-8659,5686
-8659,7518
-8659,7568
-8659,9567
-8658,-9201
-8658,-5823
-8658,-3787
-8658,4108
-8658,4116
-8658,5058
-8658,5988
-8658,6020
-8658,9517
-8657,-9195
-8657,-8547
-8657,-7464
-8657,-7199
-8657,-5847
-8657,-1612
-8657,2298
-8657,3490
-8656,-9179
-8656,-3655
-8656,4339
-8656,7320
-8655,-5820
-8655,-3810
-8655,-3656
-8655,-3628
-8655,5655
-8655,9567
-8654,-8534
-8654,-8525
-8654,-7199
-8654,-7164
-8654,-4227
-8654,-4220
-8654,-1608
-8654,-1571
-8654,521
-8654,3490
-8654,3969
-8654,4310
-8654,5991
-8654,7519
-8653,-7421
-8653,-5852
-8653,-3628
-8653,513
-8653,516
-8653,1966
-8653,1974
-8653,4311
-8653,5683
-8653,9517
-8652,-9104
-8652,-5853
-8652,-4032
-8652,-4024
-8652,2193
-8652,5682
-8651,-9158
-8651,-5817
-8651,-4019
-8651,3462
-8651,3983
-8651,6020
-8651,7319
-8650,-4212
-8650,-3792
-8650,-3660
-8650,-510
-8650,-504
-8650,3489
-8650,3961
-8650,3984
-8650,5098
-8650,5679
-8649,-9153
-8649,-9104
-8649,-7198
-8649,-5816
-8649,-3798
-8649,-3795
-8649,-1595
-8649,-1583
-8649,-499
-8649,2306
-8649,3464
-8649,4327
-8649,5676
-8649,7775
-8648,-7420
-8648,7787
-8647,-8623
-8647,-8616
-8647,-5857
-8647,-5815
-8647,-4241
-8647,-4209
-8647,3487
-8647,5998
-8646,-7197
-8646,3486
-8646,3956
-8646,5064
-8646,7319
-8646,9563
-8645,-9144
-8645,-4050
-8645,1991
-8645,2309
-8645,5098
-8645,7350
-8645,7561
-8645,7791
-8644,-7196
-8644,-7162
-8644,-5859
-8644,3954
-8644,7792
-8644,9561
-8643,-8632
-8643,-4052
-8643,-4007
-8643,857
-8643,860
-8643,1993
-8643,2211
-8643,2310
-8643,3476
-8643,3480
-8643,6015
-8643,7348
-8642,-9137
-8642,-7471
-8642,-7420
-8642,-7195
-8642,-5860
-8642,-487
-8642,854
-8642,2216
-8642,3988
-8642,5068
-8642,6008
-8642,6012
-8642,7763
-8641,-6214
-8641,-6213
-8641,-5813
-8641,-4247
-8641,-4006
-8641,-3633
-8641,2223
-8641,2311
-8641,7525
-8640,-9131
-8640,-7194
-8640,-6209
-8640,-5861
-8640,2239
-8639,-9126
-8639,-9114
-8639,-8637
-8639,-7471
-8639,2244
-8639,2312
-8639,7555
-8638,-9120
-8638,-9119
-8638,-7161
-8638,-3665
-8638,9536
-8638,9548
-8637,-8639
-8637,-8612
-8637,-7161
-8637,-4250
-8637,-4005
-8637,3988
-8637,7758
-8636,-7191
-8636,-5812
-8636,-3665
-8636,-3637
-8636,7327
-8635,-7470
-8635,-6227
-8635,-4251
-8635,-4056
-8635,-4005
-8635,-3638
-8635,-480
-8635,5090
-8634,-5812
-8634,1951
-8634,1997
-8633,-7469
-8633,-7424
-8633,-4252
-8633,-4203
-8633,-2364
-8633,-528
-8633,2258
-8633,3987
-8633,7534
-8632,-8643
-8632,-6203
-8632,7538
-8632,7541
-8631,-7426
-8631,-4253
-8631,-3643
-8631,1997
-8631,3986
-8630,-6232
-8630,-4006
-8630,-528
-8630,2314
-8630,3946
-8629,-7184
-8629,-6203
-8629,2314
-8628,-9004
-8628,-9000
-8628,1950
-8627,-6801
-8627,-6798
-8627,-4254
-8627,-3656
-8627,-3653
-8627,843
-8627,2468
-8627,2471
-8627,3983
-8626,-7435
-8626,-4203
-8626,-2371
-8626,6518
-8626,6523
-8625,-8619
-8625,-7457
-8625,-6794
-8625,-5861
-8625,-4056
-8625,-2338
-8625,-475
-8625,7751
-8624,-7452
-8624,-7445
-8624,-7168
-8624,2313
-8624,2461
-8623,-4254
-8623,3946
-8623,3979
-8622,-8647
-8622,-2335
-8622,842
-8621,-6792
-8621,-2371
-8621,-475
-8621,1950
-8620,-8647
-8620,-6814
-8620,6510
-8620,6535
-8619,-9023
-8619,-8625
-8619,1992
-8619,4078
-8619,4080
-8619,9007
-8619,9009
-8618,-6239
-8618,-4013
-8618,10
-8618,12
-8618,6509
-8618,7800
-8617,-8646
-8617,-6792
-8617,-5829
-8617,-4207
-8617,-477
-8616,-9026
-8616,-5847
-8616,-5834
-8616,-478
-8616,1951
-8616,4086
-8616,7751
-8616,9015
-8615,-6210
-8615,-4250
-8615,-504
-8615,2308
-8615,3956
-8615,3962
-8615,9016
-8614,-8643
-8614,-6820
-8614,-4249
-8614,-4210
-8614,-481
-8614,21
-8614,1988
-8614,2307
-8614,4067
-8614,6508
-8613,-8640
-8613,-8636
-8613,-4018
-8613,-494
-8613,-485
-8613,-2
-8613,842
-8613,1952
-8613,2280
-8613,4089
-8613,6542
-8612,-8989
-8612,-4050
-8612,-2330
-8612,1986
-8612,4065
-8611,-4385
-8611,-4384
-8611,-4245
-8611,24
-8611,1953
-8611,7754
-8611,7796
-8611,8991
-8611,9018
-8610,-6215
-8610,-4243
-8610,-2365
-8610,2284
-8610,7755
-8610,7795
-8609,-6239
-8609,-4220
-8609,-4047
-8609,-7
-8609,883
-8609,2286
-8608,-6583
-8608,-6578
-8608,-4236
-8608,-4225
-8608,1981
-8608,2290
-8608,2295
-8608,2451
-8608,4062
-8608,9018
-8607,-6796
-8607,-9
-8607,6508
-8607,8987
-8606,-2330
-8606,-580
-8606,-575
-8606,4061
-8605,-9031
-8605,-4398
-8605,-4038
-8605,-4034
-8605,-2863
-8605,-2860
-8605,-572
-8604,-9031
-8604,-8860
-8604,-8853
-8604,-2868
-8604,-2855
-8604,-2359
-8604,7768
-8604,7782
-8603,-6231
-8603,-6229
-8603,-4376
-8603,1964
-8603,1969
-8603,2451
-8603,2486
-8603,7296
-8603,7298
-8603,7774
-8603,7776
-8602,-8863
-8602,-6800
-8602,-4376
-8602,-569
-8602,-13
-8601,-8864
-8600,-8996
-8600,-6827
-8600,-6802
-8600,-2875
-8600,886
-8600,6549
-8600,8982
-8599,-9030
-8599,-8844
-8599,-6827
-8599,-568
-8599,4059
-8598,-8866
-8598,-6569
-8598,-4405
-8598,-595
-8598,8981
-8597,-2878
-8597,-2842
-8597,-2345
-8597,-2340
-8597,-568
-8597,6510
-8597,7283
-8597,7310
-8596,-9000
-8596,-6807
-8596,4059
-8596,7282
-8595,-598
-8595,887
-8595,6550
-8594,-8867
-8594,-320
-8594,-318
-8594,32
-8594,851
-8594,4099
-8594,9011
-8593,2488
-8592,-8837
-8592,-6821
-8592,-6817
-8592,-6569
-8592,-4715
-8592,-4709
-8592,-569
-8592,6550
-8591,-8867
-8591,-4719
-8591,887
-8591,4060
-8591,6512
-8591,8979
-8590,-9023
-8590,-2835
-8590,-602
-8590,-18
-8589,-9021
-8589,-4722
-8589,-330
-8589,4101
-8589,8979
-8589,9006
-8588,-9017
-8588,-9016
-8588,-2883
-8588,4061
-8587,-4724
-8587,-4384
-8587,32
-8587,858
-8587,6549
-8586,-8866
-8586,-4696
-8586,-299
-8586,2459
-8586,4062
-8586,4102
-8585,-4411
-8584,-6608
-8584,-4726
-8584,-4387
-8584,-332
-8584,4063
-8584,7276
-8583,-9955
-8583,-9953
-8583,-332
-8583,-296
-8583,2488
-8582,-9949
-8582,-4692
-8582,-4411
-8582,4064
-8582,4103
-8582,8896
-8582,8901
-8582,8984
-8581,-18
-8581,869
-8581,8892
-8581,8906
-8580,-576
-8580,874
-8580,875
-8580,6545
-8579,-2883
-8579,-293
-8579,2466
-8579,6518
-8579,8912
-8578,-4409
-8578,-17
-8578,4067
-8578,7276
-8577,-8830
-8577,-292
-8577,2485
-8577,4104
-8577,6542
-8576,-7550
-8576,-7546
-8576,-4405
-8576,-4402
-8576,2484
-8576,4104
-8576,7334
-8576,8919
-8575,-9971
-8575,-9944
-8575,-4726
-8575,2257
-8575,2260
-8574,-582
-8574,2264
-8574,2476
-8574,2480
-8574,6523
-8574,7338
-8573,-8830
-8573,-2826
-8573,7277
-8572,-9944
-8572,6528
-8572,6532
-8571,-9975
-8571,-8858
-8571,-6605
-8571,-2878
-8571,-326
-8571,-7
-8571,8
-8571,4074
-8571,8885
-8570,-7562
-8570,-6604
-8570,-1
-8570,0
-8570,7359
-8569,-8856
-8569,-6583
-8569,7371
-8569,8885
-8568,-7538
-8568,2242
-8567,-8833
-8567,-600
-8567,-596
-8567,8935
-8566,-8834
-8566,-6596
-8566,-6590
-8565,-4720
-8565,-4684
-8565,-320
-8565,2239
-8565,7140
-8564,-7568
-8564,-7538
-8564,-737
-8564,-733
-8564,4088
-8564,4094
-8564,7126
-8564,8886
-8564,8938
-8563,-8844
-8563,-8840
-8563,-4684
-8563,-2824
-8563,7125
-8563,7142
-8562,-2930
-8562,-2929
-8561,-2935
-8561,-2924
-8561,-727
-8561,7284
-8561,8940
-8559,-9982
-8559,-4714
-8559,-4685
-8559,-725
-8558,-9951
-8558,-306
-8558,-300
-8558,7397
-8556,-4687
-8555,-4688
-8554,-2948
-8554,7291
-8553,-9956
-8553,8892
-8553,8940
-8552,-4693
-8552,-2860
-8551,-9982
-8551,-7575
-8551,-2916
-8551,2231
-8551,2268
-8551,7404
-8550,-7545
-8550,-758
-8550,-721
-8549,-9596
-8549,-7125
-8549,-7119
-8549,-2916
-8549,-2858
-8549,-2823
-8549,2267
-8548,-9594
-8548,-7129
-8548,-2954
-8548,-721
-8547,-7131
-8547,-3332
-8547,-3320
-8546,-9968
-8546,482
-8546,2230
-8546,8899
-8545,-9974
-8545,-9973
-8545,-9590
-8545,-7550
-8545,-7111
-8545,-3313
-8545,7309
-8545,8935
-8544,-7135
-8544,-7110
-8544,-3311
-8544,-2917
-8544,7117
-8544,7314
-8543,-9612
-8543,-7575
-8543,7320
-8543,8933
-8542,466
-8542,2262
-8542,7338
-8541,-7138
-8541,-3307
-8541,-2854
-8541,6482
-8541,6494
-8541,7345
-8540,-1994
-8540,-1990
-8540,-42
-8540,-40
-8540,464
-8540,7117
-8540,7152
-8540,7349
-8540,7410
-8539,-9584
-8539,-3305
-8539,497
-8539,2230
-8538,-7568
-8538,-7564
-8538,-7107
-8538,-1998
-8538,2258
-8538,8915
-8538,8923
-8537,-1999
-8537,-764
-8537,7358
-8536,-3350
-8536,-2921
-8536,500
-8536,7153
-8535,-764
-8535,-53
-8535,7363
-8535,7411
-8534,-3351
-8534,-2961
-8534,-2821
-8534,-2001
-8534,-1979
-8534,7411
-8533,-7107
-8532,-8506
-8532,-8502
-8531,-732
-8531,-57
-8531,2236
-8530,-3352
-8530,-2002
-8530,459
-8530,2240
-8530,2242
-8530,7374
-8529,-7145
-8529,-2961
-8529,-735
-8529,6458
-8528,-8516
-8528,-2929
-8528,-1973
-8528,-737
-8528,-633
-8528,-628
-8528,504
-8528,6507
-8528,9170
-8527,-2851
-8527,-739
-8527,6457
-8527,9168
-8526,-624
-8526,7155
-8526,8153
-8526,8154
-8526,9181
-8525,-2818
-8525,-745
-8525,458
-8525,7385
-8525,8159
-8524,-8521
-8524,-6896
-8524,-6894
-8524,-2002
-8524,-752
-8524,-750
-8524,-25
-8524,504
-8524,6507
-8524,8146
-8524,9422
-8524,9426
-8523,-7111
-8523,-6901
-8523,-2938
-8523,-621
-8523,6456
-8523,7391
-8523,9419
-8522,-8493
-8522,7396
-8522,7400
-8521,-3352
-8521,-2953
-8521,-2945
-8521,9162
-8520,-8525
-8520,-7147
-8520,-976
-8519,6456
-8519,6506
-8519,7126
-8519,9436
-8518,-9605
-8518,-7147
-8518,-7115
-8518,-6886
-8518,-2815
-8518,7155
-8517,-6911
-8517,502
-8516,-3307
-8516,2829
-8516,2833
-8516,8140
-8515,-9602
-8515,-9578
-8515,-8493
-8515,-7118
-8515,-960
-8515,501
-8515,9414
-8514,-1966
-8514,-61
-8514,458
-8514,6457
-8513,2823
-8513,9442
-8512,-2850
-8512,-21
-8512,2822
-8512,7133
-8511,-9582
-8511,-7123
-8511,-6917
-8511,8140
-8510,-9594
-8510,-6886
-8510,-650
-8510,2845
-8509,-9589
-8509,-9588
-8509,-2811
-8509,-1966
-8509,9157
-8509,9414
-8508,-3346
-8508,-953
-8508,496
-8507,-7138
-8507,-7133
-8507,-6887
-8507,-3316
-8507,-1994
-8507,-20
-8507,460
-8507,2819
-8507,7143
-8507,7146
-8506,-8532
-8506,-2849
-8505,-6888
-8505,-3343
-8505,-611
-8505,461
-8504,-1991
-8504,-650
-8504,492
-8503,-6889
-8503,2852
-8503,8325
-8503,8328
-8502,-9474
-8502,-9471
-8502,-8532
-8502,-3325
-8502,2818
-8502,8320
-8501,-9479
-8501,-6923
-8501,-3334
-8501,-3330
-8501,-2848
-8501,464
-8501,2818
-8501,9448
-8500,-982
-8500,-609
-8500,465
-8500,6464
-8500,9448
-8499,-6892
-8499,-1981
-8499,-1976
-8499,-649
-8499,485
-8499,8146
-8498,-8501
-8498,-2807
-8498,-53
-8498,483
-8498,6466
-8498,9419
-8497,-20
-8497,9157
-8496,-8529
-8496,-4269
-8496,-4268
-8496,473
-8496,476
-8496,2819
-8496,3927
-8496,8310
-8496,9421
-8495,-8528
-8495,-8504
-8495,-6896
-8495,-6552
-8495,-6551
-8495,-4264
-8495,-981
-8495,3924
-8495,8336
-8494,-6557
-8494,-607
-8494,3922
-8494,3937
-8494,6474
-8494,6479
-8494,8175
-8493,-9495
-8493,-21
-8493,3920
-8493,3938
-8493,8152
-8492,-9461
-8492,-8758
-8492,-8746
-8492,-47
-8492,333
-8492,337
-8492,8336
-8491,-980
-8491,-22
-8491,9431
-8491,9439
-8490,-9461
-8490,-8739
-8490,-8517
-8490,-8514
-8490,-944
-8490,3916
-8490,3940
-8490,8304
-8489,-8737
-8489,-606
-8488,-9500
-8488,-8735
-8488,-2805
-8488,2859
-8488,9219
-8487,-8733
-8487,-6916
-8487,-6911
-8487,-6532
-8487,-4258
-8487,-642
-8487,8163
-8487,8167
-8486,-8771
-8486,345
-8486,3941
-8485,-2805
-8485,-943
-8485,-33
-8485,-31
-8485,320
-8485,2825
-8485,2859
-8485,3911
-8484,-8729
-8484,-4258
-8484,-2839
-8484,-978
-8484,3941
-8484,9162
-8483,-606
-8482,-8775
-8482,317
-8482,2828
-8481,2858
-8480,-6525
-8480,-2806
-8480,-635
-8480,9165
-8479,-8777
-8478,2856
-8478,3906
-8478,8329
-8477,-9505
-8477,-8722
-8477,-2832
-8477,-942
-8477,-631
-8477,-609
-8477,345
-8477,2855
-8477,4949
-8477,4953
-8476,-9467
-8476,-6573
-8476,-629
-8476,-610
-8476,3905
-8475,-2809
-8475,-627
-8475,312
-8475,8297
-8474,-2810
-8474,-613
-8474,2844
-8474,2849
-8474,8297
-8473,-8719
-8473,-6573
-8473,-620
-8473,-617
-8473,311
-8473,8324
-8473,9172
-8473,9218
-8472,3935
-8472,5207
-8472,5210
-8471,-9505
-8471,-8718
-8471,-2820
-8471,-2816
-8471,5203
-8471,5215
-8471,9216
-8470,-8775
-8470,-6519
-8470,-4265
-8470,4935
-8469,-4296
-8469,3903
-8468,-8773
-8468,-6571
-8468,-973
-8467,-9476
-8467,-4268
-8467,339
-8467,3930
-8467,4550
-8467,5226
-8466,309
-8466,3903
-8466,4931
-8466,8311
-8465,-4296
-8465,4277
-8465,4286
-8465,9186
-8464,-5842
-8464,-5840
-8464,-3842
-8464,-972
-8464,4545
-8464,4965
-8464,9191
-8464,9201
-8463,-6566
-8463,-5835
-8463,309
-8463,4274
-8462,-8717
-8462,4273
-8462,4543
-8461,-9494
-8461,-9490
-8461,-8760
-8461,-6519
-8461,-5829
-8461,-3830
-8461,333
-8461,4927
-8460,-5827
-8460,-971
-8460,4575
-8459,-8719
-8459,-5825
-8459,4296
-8459,4965
-8458,-8751
-8458,-8720
-8458,-6521
-8458,-4290
-8458,-4286
-8458,-3829
-8458,-941
-8458,4540
-8458,5970
-8458,5975
-8457,-8747
-8457,-6522
-8457,-3829
-8456,-8723
-8456,-5821
-8456,-2306
-8456,4539
-8456,4579
-8455,-8737
-8455,-8727
-8455,315
-8455,323
-8455,4964
-8454,-970
-8454,4269
-8453,-6539
-8453,-6530
-8453,-5818
-8453,1766
-8453,1773
-8453,4302
-8453,4581
-8453,4963
-8453,5985
-8453,9691
-8453,9694
-8452,-6619
-8452,-6618
-8452,7486
-8452,7491
-8452,9687
-8451,-6613
-8451,-940
-8451,4923
-8451,7481
-8451,9701
-8450,-6628
-8450,-2295
-8450,4537
-8450,5954
-8450,9684
-8450,9703
-8449,-6630
-8449,4582
-8449,4960
-8449,9683
-8449,9705
-8448,-6632
-8448,4269
-8447,-5859
-8447,-939
-8446,4923
-8446,4957
-8446,5950
-8446,9709
-8445,-5814
-8445,1790
-8445,4536
-8445,5993
-8445,7469
-8444,-3835
-8444,-2322
-8444,4582
-8443,-6639
-8443,-2288
-8443,-938
-8443,7512
-8443,9680
-8442,-5860
-8442,-3864
-8442,1793
-8442,5203
-8442,7466
-8440,-7211
-8440,-7207
-8440,-6604
-8440,-5814
-8440,-2322
-8440,986
-8440,990
-8439,-6643
-8439,4945
-8439,7464
-8439,9680
-8439,9716
-8437,-969
-8437,4934
-8437,4936
-8437,6000
-8436,-7198
-8436,5209
-8436,5255
-8436,7519
-8435,-7197
-8435,-3864
-8435,-3844
-8435,-2321
-8435,7463
-8434,1751
-8434,4276
-8434,4536
-8434,4578
-8434,5253
-8434,7463
-8433,-7226
-8433,-5860
-8433,1797
-8432,-6648
-8432,-2282
-8432,971
-8432,1797
-8431,-8130
-8431,-8127
-8431,4279
-8430,-6649
-8430,-5684
-8430,-5681
-8430,-3858
-8430,-3855
-8430,5942
-8429,-8122
-8429,-5819
-8429,968
-8429,4537
-8429,4574
-8428,-6650
-8428,-5859
-8428,-1893
-8428,-1883
-8428,1750
-8428,5223
-8428,7466
-8427,-7880
-8427,-7878
-8427,-2281
-8427,-1878
-8427,-968
-8427,-933
-8427,1796
-8427,5051
-8427,5054
-8427,5228
-8427,5238
-8427,7467
-8427,9686
-8426,-7233
-8426,-6604
-8426,-2281
-8426,4571
-8425,-2315
-8425,5942
-8425,9688
-8424,-6651
-8424,-5823
-8424,-5669
-8424,4291
-8424,4302
-8423,-8141
-8423,-5824
-8423,4296
-8423,4298
-8422,-7190
-8422,-5692
-8422,-3998
-8422,-3994
-8422,-2312
-8422,-967
-8422,4541
-8422,4566
-8422,5065
-8422,6015
-8422,7526
-8421,-7866
-8421,-3197
-8421,-3193
-8421,-1908
-8421,1750
-8421,4542
-8421,5066
-8421,7476
-8419,-6651
-8419,-5854
-8419,-5829
-8419,-1910
-8419,-1864
-8419,1792
-8418,-5663
-8418,-4322
-8418,-4320
-8418,-966
-8418,4547
-8418,9717
-8417,-7189
-8417,-5852
-8417,-4326
-8417,-4317
-8417,-3988
-8417,-930
-8417,4552
-8417,4553
-8417,7526
-8416,-7889
-8416,-4328
-8416,1751
-8416,9708
-8416,9711
-8415,-8469
-8415,-8465
-8415,-7860
-8415,-5849
-8415,-5692
-8415,-4011
-8415,-3187
-8415,-2300
-8415,-965
-8414,-8145
-8414,-5845
-8414,-5840
-8414,-3210
-8414,-2295
-8414,-2292
-8414,960
-8414,1788
-8414,1941
-8414,3867
-8414,7490
-8413,-4332
-8413,-1858
-8413,-929
-8413,1752
-8413,3531
-8413,3534
-8413,8220
-8412,-7889
-8412,13
-8412,16
-8412,1786
-8412,3527
-8412,3865
-8412,5949
-8411,-7240
-8411,-7189
-8411,-6647
-8411,-4015
-8411,-3988
-8411,-3187
-8411,1753
-8411,3541
-8411,5039
-8411,5072
-8410,-8455
-8410,-4335
-8410,-3214
-8410,960
-8410,1918
-8410,3524
-8410,3543
-8410,7499
-8409,-8146
-8409,-6645
-8409,-5983
-8409,-5981
-8409,-1913
-8409,3523
-8409,3545
-8408,-928
-8408,4
-8408,1781
-8408,3862
-8408,7520
-8408,8202
-8407,-7888
-8407,-6611
-8407,-5990
-8407,-961
-8407,1948
-8407,7509
-8407,7517
-8406,-7240
-8406,-5992
-8406,-1911
-8406,962
-8406,3549
-8406,3861
-8406,5073
-8405,-6613
-8405,-5994
-8405,963
-8405,6031
-8405,8199
-8404,-8477
-8404,-8449
-8404,-5687
-8404,-4308
-8404,-1909
-8404,-786
-8404,-775
-8404,29
-8404,2697
-8404,2698
-8404,5957
-8403,-6635
-8403,-958
-8403,-788
-8403,-774
-8403,-1
-8403,967
-8403,972
-8403,1764
-8403,1769
-8403,1918
-8403,3520
-8403,6032
-8402,-8146
-8402,-6632
-8402,-5998
-8402,-5658
-8402,-773
-8402,8230
-8401,-7853
-8401,-6627
-8401,-6621
-8401,-5684
